city,state_id,state_name,lat,lng
Lake Pocotopaug,CT,Connecticut,41.596,-72.51
East Moriches,NY,New York,40.8085,-72.7573
Cape May Court House,NJ,New Jersey,39.0788,-74.8205
Utqiagvik,AK,Alaska,71.2727,-156.7575
Clarks Summit,PA,Pennsylvania,41.4902,-75.7065
Dundee,FL,Florida,28.0115,-81.5995
St. Clairsville,OH,Ohio,40.0791,-80.8997
Lake City,MN,Minnesota,44.4453,-92.2796
Alexandria,IN,Indiana,40.263,-85.6737
Birdsboro,PA,Pennsylvania,40.2619,-75.8099
Layhill,MD,Maryland,39.0871,-77.0404
Imperial,MO,Missouri,38.3673,-90.3705
Margaret,AL,Alabama,33.6734,-86.468
Marksville,LA,Louisiana,31.1246,-92.0652
Hyde Park,UT,Utah,41.8008,-111.8121
Wildwood,NJ,New Jersey,38.9881,-74.8195
Terryville,CT,Connecticut,41.6784,-73.0064
Lochmoor Waterway Estates,FL,Florida,26.6447,-81.9098
Gretna,NE,Nebraska,41.1314,-96.245
Elverta,CA,California,38.7185,-121.4455
El Cerro Mission,NM,New Mexico,34.7688,-106.6447
Davison,MI,Michigan,43.0318,-83.5187
Lemmon Valley,NV,Nevada,39.6879,-119.8364
Redwood Falls,MN,Minnesota,44.547,-95.1031
Buckley,WA,Washington,47.1615,-122.02
Edinboro,PA,Pennsylvania,41.8762,-80.1247
Milan,IL,Illinois,41.4415,-90.5593
Concordia,KS,Kansas,39.5669,-97.6467
Temple,GA,Georgia,33.7342,-85.0289
Ellisburg,NJ,New Jersey,39.9199,-75.0093
Cheraw,SC,South Carolina,34.6956,-79.9084
Savannah,MO,Missouri,39.9391,-94.8279
East Port Orchard,WA,Washington,47.5194,-122.6183
Granite Shoals,TX,Texas,30.5894,-98.3671
Doney Park,AZ,Arizona,35.2656,-111.519
Daytona Beach Shores,FL,Florida,29.1696,-80.9796
Breckenridge,CO,Colorado,39.4995,-106.0432
Sea Cliff,NY,New York,40.8441,-73.6442
Lawrenceburg,IN,Indiana,39.0986,-84.8713
Tara Hills,CA,California,37.9939,-122.3188
Bluefield,VA,Virginia,37.2351,-81.2751
Wadesboro,NC,North Carolina,34.9645,-80.0746
Manchester,IA,Iowa,42.4854,-91.4557
West Hazleton,PA,Pennsylvania,40.9701,-76.0142
Ampere North,NJ,New Jersey,40.7758,-74.1918
Raynham Center,MA,Massachusetts,41.9327,-71.0431
Chamberlayne,VA,Virginia,37.628,-77.4288
East Quogue,NY,New York,40.8489,-72.5785
Big Bear Lake,CA,California,34.2429,-116.8951
Bear Valley Springs,CA,California,35.174,-118.6532
Vandergrift,PA,Pennsylvania,40.5994,-79.5746
Marlene Village,OR,Oregon,45.5173,-122.8199
Flagler Beach,FL,Florida,29.4716,-81.1303
Wilmer,TX,Texas,32.5983,-96.6815
Morganville,NJ,New Jersey,40.3756,-74.2444
Madisonville,TN,Tennessee,35.5232,-84.363
Winona Lake,IN,Indiana,41.2166,-85.8105
Alva,OK,Oklahoma,36.7895,-98.6649
Hampton,MD,Maryland,39.4237,-76.5685
Springdale,MD,Maryland,38.9363,-76.8442
Fishhook,AK,Alaska,61.7199,-149.2621
Sawmills,NC,North Carolina,35.8165,-81.4781
Dove Valley,CO,Colorado,39.5752,-104.8309
Warm Mineral Springs,FL,Florida,27.0472,-82.2702
Munroe Falls,OH,Ohio,41.1386,-81.4344
Crosspointe,VA,Virginia,38.7253,-77.2638
Lakeport,CA,California,39.0392,-122.9218
Terrell Hills,TX,Texas,29.4771,-98.4472
Edgewater,CO,Colorado,39.7508,-105.0627
Kenneth City,FL,Florida,27.8156,-82.7162
Balm,FL,Florida,27.7542,-82.2882
Frankenmuth,MI,Michigan,43.3322,-83.7391
Añasco,PR,Puerto Rico,18.2861,-67.1409
Ashland City,TN,Tennessee,36.2607,-87.0412
West York,PA,Pennsylvania,39.9534,-76.761
Manheim,PA,Pennsylvania,40.163,-76.3964
Glasgow Village,MO,Missouri,38.7578,-90.1984
Cochran,GA,Georgia,32.3875,-83.3523
Tichigan,WI,Wisconsin,42.8087,-88.215
Duryea,PA,Pennsylvania,41.3533,-75.7757
Swoyersville,PA,Pennsylvania,41.2977,-75.8799
Lake Goodwin,WA,Washington,48.1343,-122.2785
Ave Maria,FL,Florida,26.3218,-81.4397
Winchester,IN,Indiana,40.1719,-84.9764
Todd Creek,CO,Colorado,39.9797,-104.8734
Carrizo Springs,TX,Texas,28.5267,-99.8589
Carmi,IL,Illinois,38.0861,-88.1722
Orange,VA,Virginia,38.2485,-78.1129
South Barrington,IL,Illinois,42.0881,-88.158
Suncook,NH,New Hampshire,43.1382,-71.453
Willits,CA,California,39.4047,-123.3494
Albertson,NY,New York,40.7715,-73.6482
Kahaluu,HI,Hawaii,21.4575,-157.8453
Medina,TX,Texas,26.9289,-99.2614
Saranac Lake,NY,New York,44.3252,-74.1309
Black Diamond,WA,Washington,47.313,-122.0181
Circle Pines,MN,Minnesota,45.1409,-93.1505
Crouch Mesa,NM,New Mexico,36.748,-108.0853
Byram,CT,Connecticut,41.0011,-73.6528
Lexington,OH,Ohio,40.68,-82.5793
Westmont,PA,Pennsylvania,40.3194,-78.9525
King City,OR,Oregon,45.4012,-122.8069
Ayden,NC,North Carolina,35.4693,-77.4167
Pleasant Garden,NC,North Carolina,35.9595,-79.76
Port Allen,LA,Louisiana,30.4456,-91.2098
Baxley,GA,Georgia,31.7641,-82.3509
Lone Grove,OK,Oklahoma,34.1809,-97.2559
Giddings,TX,Texas,30.1833,-96.9279
Collegeville,PA,Pennsylvania,40.1873,-75.4581
Ardsley,NY,New York,41.0134,-73.8394
Jasper,FL,Florida,30.5061,-82.954
Fairfield,IL,Illinois,38.3798,-88.3723
Bret Harte,CA,California,37.6021,-121.0045
Sparta,TN,Tennessee,35.9347,-85.4726
Sulphur,OK,Oklahoma,34.4979,-96.9898
Delhi Hills,OH,Ohio,39.0871,-84.6177
Cherokee Village,AR,Arkansas,36.2959,-91.5696
Demarest,NJ,New Jersey,40.955,-73.9568
Aberdeen,MS,Mississippi,33.8287,-88.5539
Paxtonia,PA,Pennsylvania,40.3166,-76.7884
Butler Beach,FL,Florida,29.798,-81.2653
Ahoskie,NC,North Carolina,36.2842,-76.9902
Holtville,AL,Alabama,32.6314,-86.3268
Semmes,AL,Alabama,30.7899,-88.2389
Summit,AZ,Arizona,32.0617,-110.9485
Avondale,LA,Louisiana,29.9072,-90.1933
West Sayville,NY,New York,40.7295,-73.1051
Medina,TN,Tennessee,35.8152,-88.7901
Moyock,NC,North Carolina,36.5165,-76.1728
Sandy Oaks,TX,Texas,29.1821,-98.4081
Pearl Beach,MI,Michigan,42.6295,-82.5834
Fussels Corner,FL,Florida,28.0574,-81.861
Bridgeport,PA,Pennsylvania,40.1042,-75.3437
Forest Hills,TN,Tennessee,36.0652,-86.8403
Jackson,CA,California,38.3485,-120.7728
Wauchula,FL,Florida,27.5469,-81.8102
Dodgeville,WI,Wisconsin,42.966,-90.1297
Bisbee,AZ,Arizona,31.4126,-109.9178
Rainbow Springs,FL,Florida,29.094,-82.4408
Brielle,NJ,New Jersey,40.1048,-74.0637
Meridian,CO,Colorado,39.5458,-104.8533
Gibraltar,MI,Michigan,42.096,-83.2029
Floral City,FL,Florida,28.7065,-82.309
Vinton,IA,Iowa,42.1631,-92.026
Berlin,MD,Maryland,38.331,-75.2148
Smithville,TN,Tennessee,35.9584,-85.8211
Olympia Fields,IL,Illinois,41.517,-87.6924
Creve Coeur,IL,Illinois,40.6426,-89.5981
Christiana,TN,Tennessee,35.7193,-86.4129
West Elmira,NY,New York,42.0879,-76.8472
Coco,PR,Puerto Rico,18.0009,-66.2602
Headland,AL,Alabama,31.3501,-85.3523
Progreso,TX,Texas,26.0962,-97.9566
Sonora,CA,California,37.9819,-120.3828
Vancleave,MS,Mississippi,30.5483,-88.6675
Lower Grand Lagoon,FL,Florida,30.1444,-85.7526
Los Chaves,NM,New Mexico,34.7334,-106.7611
Columbia,KY,Kentucky,37.1036,-85.3073
Timber Pines,FL,Florida,28.469,-82.5999
Cave Creek,AZ,Arizona,33.8513,-111.9801
Luverne,MN,Minnesota,43.6531,-96.2148
Whiteville,TN,Tennessee,35.318,-89.1498
Lake Wildwood,CA,California,39.2349,-121.2002
Glendive,MT,Montana,47.1101,-104.707
Zapata,TX,Texas,26.9026,-99.2612
Chittenango,NY,New York,43.0462,-75.8748
Dellwood,MO,Missouri,38.7564,-90.2766
Chain Lake,WA,Washington,47.9028,-121.985
Needles,CA,California,34.8164,-114.6189
Rigby,ID,Idaho,43.6734,-111.9132
Desloge,MO,Missouri,37.8751,-90.5191
Sergeant Bluff,IA,Iowa,42.3978,-96.3517
Osage Beach,MO,Missouri,38.1353,-92.6478
Keyser,WV,West Virginia,39.4394,-78.9821
Saltillo,MS,Mississippi,34.379,-88.6938
Edwardsville,PA,Pennsylvania,41.2613,-75.9071
Manitou Springs,CO,Colorado,38.8575,-104.9127
Hudson,TX,Texas,31.3287,-94.8014
Harlan,IA,Iowa,41.6495,-95.3268
Daleville,AL,Alabama,31.2915,-85.7117
Lindale,GA,Georgia,34.1884,-85.1808
Royersford,PA,Pennsylvania,40.1862,-75.5382
Stafford Courthouse,VA,Virginia,38.4184,-77.4202
Sheridan,AR,Arkansas,34.2996,-92.4223
Treasure Lake,PA,Pennsylvania,41.1677,-78.7187
Stock Island,FL,Florida,24.5658,-81.7351
Denair,CA,California,37.5254,-120.7974
Rio Communities,NM,New Mexico,34.6459,-106.7164
Franklin,NJ,New Jersey,41.1101,-74.5886
Abbeville,SC,South Carolina,34.1787,-82.3774
Island Park,NY,New York,40.6051,-73.6553
Salton City,CA,California,33.2994,-115.9609
Vail,CO,Colorado,39.6385,-106.3613
Granite Falls,NC,North Carolina,35.797,-81.4237
Telford,PA,Pennsylvania,40.3259,-75.3274
Middletown,MD,Maryland,39.4415,-77.5347
Fellsmere,FL,Florida,27.7241,-80.5974
Social Circle,GA,Georgia,33.6505,-83.7116
Jeanerette,LA,Louisiana,29.9157,-91.6758
Winnsboro,LA,Louisiana,32.165,-91.721
Silverton,OH,Ohio,39.1884,-84.401
New Freedom,PA,Pennsylvania,39.7353,-76.6967
Connell,WA,Washington,46.6622,-118.8405
Crossett,AR,Arkansas,33.128,-91.9631
Valparaiso,FL,Florida,30.4926,-86.5079
LaBelle,FL,Florida,26.7219,-81.4506
New Castle,CO,Colorado,39.5776,-107.5267
Guerneville,CA,California,38.5137,-122.9894
Union Grove,WI,Wisconsin,42.6864,-88.0496
Bay Hill,FL,Florida,28.4559,-81.5122
Nashville,GA,Georgia,31.2048,-83.2478
Ridge Wood Heights,FL,Florida,27.2874,-82.5137
Shenandoah,IA,Iowa,40.7582,-95.372
Spring Lake Heights,NJ,New Jersey,40.1521,-74.043
Colville,WA,Washington,48.5454,-117.8985
White City,FL,Florida,27.3721,-80.3404
Omak,WA,Washington,48.4229,-119.5159
Montgomery,GA,Georgia,31.9438,-81.1081
Louisburg,KS,Kansas,38.6202,-94.677
East Freehold,NJ,New Jersey,40.2718,-74.2425
Noyack,NY,New York,40.9826,-72.335
Sugarcreek,PA,Pennsylvania,41.438,-79.8183
Rocky Mount,VA,Virginia,37.0045,-79.8854
Senoia,GA,Georgia,33.3082,-84.5546
Becker,MN,Minnesota,45.3824,-93.8772
Creedmoor,NC,North Carolina,36.1224,-78.6757
Palos Park,IL,Illinois,41.6679,-87.8891
Westlake,LA,Louisiana,30.2606,-93.2638
Myrtletown,CA,California,40.7888,-124.1286
Adairsville,GA,Georgia,34.3709,-84.9212
Springhill,LA,Louisiana,33.0019,-93.4613
Oakwood,GA,Georgia,34.2236,-83.8851
Phoenix Lake,CA,California,38.0076,-120.309
Crystal Springs,MS,Mississippi,31.9903,-90.354
Green Tree,PA,Pennsylvania,40.417,-80.0544
Lee Acres,NM,New Mexico,36.7031,-108.0648
Robbins,IL,Illinois,41.6431,-87.7081
Pinardville,NH,New Hampshire,43.001,-71.5171
Smith Mills,MA,Massachusetts,41.6432,-70.9922
Hillandale,MD,Maryland,39.0249,-76.9737
Palmetto,GA,Georgia,33.531,-84.6678
Worland,WY,Wyoming,44.0025,-107.9544
Sayre,OK,Oklahoma,35.2966,-99.6286
Glen Head,NY,New York,40.8449,-73.618
Lindstrom,MN,Minnesota,45.387,-92.8477
Piedmont,AL,Alabama,33.9269,-85.6149
Richwood,LA,Louisiana,32.4485,-92.0773
Penns Grove,NJ,New Jersey,39.7275,-75.4691
North Westport,MA,Massachusetts,41.654,-71.0927
Pendleton,IN,Indiana,40.0066,-85.7711
Medical Lake,WA,Washington,47.5712,-117.6893
Ogallala,NE,Nebraska,41.1292,-101.7211
Mineola,TX,Texas,32.6462,-95.4774
Fountain Hill,PA,Pennsylvania,40.6029,-75.3961
Indian Wells,CA,California,33.7036,-116.3396
Blue Point,NY,New York,40.7519,-73.0353
Baldwin City,KS,Kansas,38.7782,-95.188
Holbrook,AZ,Arizona,34.9044,-110.1672
Whiteville,NC,North Carolina,34.3306,-78.7014
Sheridan,OR,Oregon,45.096,-123.3983
Bridgeville,PA,Pennsylvania,40.3578,-80.1061
Simonton Lake,IN,Indiana,41.7478,-85.9657
Pleasant View,TN,Tennessee,36.3893,-87.0455
Flemington,NJ,New Jersey,40.5087,-74.8599
South Bound Brook,NJ,New Jersey,40.5535,-74.5277
Willow Park,TX,Texas,32.7548,-97.6498
Oak Hill,TN,Tennessee,36.0735,-86.7856
Shady Side,MD,Maryland,38.8285,-76.5207
Kingfisher,OK,Oklahoma,35.8444,-97.9386
Winfield,AL,Alabama,33.9334,-87.7961
Three Points,AZ,Arizona,32.0596,-111.2866
Monticello,LA,Louisiana,30.4881,-91.0448
Clinton,IN,Indiana,39.6608,-87.4045
Brisbane,CA,California,37.6902,-122.4021
Barling,AR,Arkansas,35.3284,-94.2791
Gilmer,TX,Texas,32.7318,-94.9461
Harrington Park,NJ,New Jersey,40.9899,-73.9804
Odenville,AL,Alabama,33.6978,-86.4228
Coarsegold,CA,California,37.2401,-119.7021
Nassau Village-Ratliff,FL,Florida,30.5108,-81.8089
Flora,IL,Illinois,38.6688,-88.4758
Cheboygan,MI,Michigan,45.641,-84.4687
Lake Wisconsin,WI,Wisconsin,43.3739,-89.5858
Arnold,PA,Pennsylvania,40.5788,-79.7655
Flower Hill,NY,New York,40.8075,-73.6755
Moses Lake North,WA,Washington,47.1949,-119.3178
Holt,AL,Alabama,33.2302,-87.4827
Whitehouse,OH,Ohio,41.5215,-83.7958
Miami Heights,OH,Ohio,39.1676,-84.7152
Shelley,ID,Idaho,43.3795,-112.1261
Chisholm,MN,Minnesota,47.4877,-92.8786
Princeton,MN,Minnesota,45.5688,-93.5899
Luray,VA,Virginia,38.665,-78.4546
Fortville,IN,Indiana,39.9246,-85.8466
Spry,PA,Pennsylvania,39.9125,-76.6864
Elko New Market,MN,Minnesota,44.5665,-93.338
Heeia,HI,Hawaii,21.4205,-157.8205
Kalaheo,HI,Hawaii,21.9159,-159.5236
Jackson,AL,Alabama,31.5318,-87.8915
Pleasant Run,OH,Ohio,39.2927,-84.5757
Grafton,WV,West Virginia,39.3409,-80.0162
Salinas,PR,Puerto Rico,17.9778,-66.2962
St. Clair,MO,Missouri,38.348,-90.9933
Clarcona,FL,Florida,28.6268,-81.4979
Tuscola,IL,Illinois,39.7968,-88.2749
Childersburg,AL,Alabama,33.2962,-86.3456
Coopersville,MI,Michigan,43.0658,-85.9341
Chatsworth,GA,Georgia,34.7808,-84.7835
Long View,NC,North Carolina,35.7217,-81.3857
Hiram,GA,Georgia,33.8777,-84.771
Northvale,NJ,New Jersey,41.0101,-73.9505
Ottawa Hills,OH,Ohio,41.6682,-83.6433
Reedurban,OH,Ohio,40.7979,-81.4358
Whispering Pines,NC,North Carolina,35.2537,-79.3754
Archer Lodge,NC,North Carolina,35.6907,-78.3749
Berwick,LA,Louisiana,29.7013,-91.2377
Meadows Place,TX,Texas,29.6513,-95.5874
DeWitt,MI,Michigan,42.8364,-84.575
Wahoo,NE,Nebraska,41.2166,-96.6172
Avalon,PA,Pennsylvania,40.5011,-80.068
Big Pine Key,FL,Florida,24.6893,-81.3676
Gang Mills,NY,New York,42.1534,-77.123
St. James,MN,Minnesota,43.9833,-94.6249
Windom,MN,Minnesota,43.8736,-95.1201
Point Pleasant Beach,NJ,New Jersey,40.0928,-74.0459
Springville,AL,Alabama,33.7643,-86.4742
Humboldt,IA,Iowa,42.7229,-94.2241
Piney,AR,Arkansas,34.5024,-93.142
Crystal City,MO,Missouri,38.2227,-90.3813
Midway,NC,North Carolina,35.9751,-80.2204
Raeford,NC,North Carolina,34.9809,-79.2291
Mount Pleasant,TN,Tennessee,35.5483,-87.1872
Woodmore,MD,Maryland,38.9222,-76.781
Brookridge,FL,Florida,28.5483,-82.4897
East Palestine,OH,Ohio,40.8392,-80.5467
Lebanon,IL,Illinois,38.6005,-89.8114
Benton,KY,Kentucky,36.8479,-88.3602
Littlestown,PA,Pennsylvania,39.7452,-77.0892
Beach Haven West,NJ,New Jersey,39.6703,-74.2338
Montoursville,PA,Pennsylvania,41.2472,-76.9184
Naval Academy,MD,Maryland,38.9858,-76.488
Vandercook Lake,MI,Michigan,42.1917,-84.3855
Rock Hill,MO,Missouri,38.6091,-90.3673
Swartz,LA,Louisiana,32.5809,-91.9869
Pinehurst,TX,Texas,30.1889,-95.7017
South Tucson,AZ,Arizona,32.1955,-110.9692
Wright City,MO,Missouri,38.8341,-91.0399
The Pinehills,MA,Massachusetts,41.8946,-70.5966
Potosi,TX,Texas,32.3404,-99.6789
Oak Park Heights,MN,Minnesota,45.0324,-92.8098
South Haven,IN,Indiana,41.5438,-87.1367
Mead,CO,Colorado,40.2318,-104.9911
Denton,MD,Maryland,38.877,-75.8264
Platte City,MO,Missouri,39.3574,-94.7651
Golden Triangle,NJ,New Jersey,39.9288,-75.0398
Lake Worth,TX,Texas,32.813,-97.4306
Fox River Grove,IL,Illinois,42.1955,-88.2147
Deale,MD,Maryland,38.791,-76.5469
Mather,CA,California,38.5488,-121.2831
Lake Tansi,TN,Tennessee,35.8701,-85.0614
New Burlington,OH,Ohio,39.2628,-84.5501
Greenacres,CA,California,35.3831,-119.1184
South Sarasota,FL,Florida,27.2857,-82.5332
Brewerton,NY,New York,43.2345,-76.141
Dripping Springs,TX,Texas,30.196,-98.0938
Lakeview,GA,Georgia,34.9777,-85.2539
Higginsville,MO,Missouri,39.0652,-93.727
Kenmar,PA,Pennsylvania,41.2547,-76.955
Kanab,UT,Utah,37.0262,-112.5219
Aledo,TX,Texas,32.6974,-97.6069
Edwardsville,KS,Kansas,39.0765,-94.8166
West Milton,OH,Ohio,39.9585,-84.3261
Landing,NJ,New Jersey,40.9078,-74.6593
Silver Springs,NV,Nevada,39.3826,-119.2148
Roseburg North,OR,Oregon,43.2662,-123.3477
East Troy,WI,Wisconsin,42.7846,-88.3973
Bigfork,MT,Montana,48.0852,-114.0551
Kingsville,MD,Maryland,39.4496,-76.4205
Jenkintown,PA,Pennsylvania,40.0962,-75.1296
Michigan Center,MI,Michigan,42.2268,-84.323
Ashland,MO,Missouri,38.7927,-92.2479
Santa Ynez,CA,California,34.6168,-120.0948
Rockmart,GA,Georgia,34.0103,-85.044
West Pittston,PA,Pennsylvania,41.3296,-75.8
Highlands,NJ,New Jersey,40.4036,-73.9898
Hickory Creek,TX,Texas,33.1109,-97.0308
Montebello,NY,New York,41.1317,-74.1135
Bremen,IN,Indiana,41.4484,-86.1505
Westwood,KY,Kentucky,38.4806,-82.6798
Jackson,LA,Louisiana,30.8346,-91.208
Mount Carmel,OH,Ohio,39.0978,-84.2995
Alvarado,TX,Texas,32.4068,-97.2149
Watertown,MN,Minnesota,44.9604,-93.8431
Negaunee,MI,Michigan,46.497,-87.5968
King George,VA,Virginia,38.2807,-77.1896
Tontitown,AR,Arkansas,36.1642,-94.2457
Wrightsboro,NC,North Carolina,34.2895,-77.9217
Prospect,KY,Kentucky,38.3471,-85.6103
Helena Valley Northwest,MT,Montana,46.7289,-112.0631
Millis-Clicquot,MA,Massachusetts,42.1648,-71.3544
Spring House,PA,Pennsylvania,40.185,-75.2267
Wapato,WA,Washington,46.4437,-120.4215
Haleiwa,HI,Hawaii,21.5965,-158.1003
Staunton,IL,Illinois,39.0116,-89.791
Richwood,TX,Texas,29.0723,-95.4046
Lemoyne,PA,Pennsylvania,40.2442,-76.8991
Valdese,NC,North Carolina,35.7566,-81.5634
Briar Chapel,NC,North Carolina,35.8241,-79.1168
Long Hill,CT,Connecticut,41.3536,-72.0517
Charlotte Harbor,FL,Florida,26.9629,-82.0571
Hurstbourne,KY,Kentucky,38.2379,-85.5891
Aurora,NE,Nebraska,40.8645,-98.0078
Centreville,MD,Maryland,39.042,-76.063
Neptune City,NJ,New Jersey,40.2005,-74.0333
South Hill,VA,Virginia,36.7254,-78.1287
Little Falls,NY,New York,43.0452,-74.8566
Sawgrass,FL,Florida,30.19,-81.3704
Hamilton,MT,Montana,46.2527,-114.1598
Mount Ephraim,NJ,New Jersey,39.8805,-75.0918
New Boston,TX,Texas,33.4612,-94.4183
West Laurel,MD,Maryland,39.1134,-76.8924
Watseka,IL,Illinois,40.7752,-87.7304
Salem,MO,Missouri,37.6399,-91.5345
Lorane,PA,Pennsylvania,40.2921,-75.8486
Dansville,NY,New York,42.5625,-77.6968
Rogersville,TN,Tennessee,36.4081,-83.0043
Fort Pierce South,FL,Florida,27.4098,-80.3539
Quinnipiac University,CT,Connecticut,41.4174,-72.8992
Le Claire,IA,Iowa,41.5963,-90.3686
Stone Park,IL,Illinois,41.9033,-87.8805
Stafford Springs,CT,Connecticut,41.9595,-72.3105
Prairie Heights,WA,Washington,47.1529,-122.1048
Hawthorne,NY,New York,41.1035,-73.7968
Canastota,NY,New York,43.0836,-75.7559
East Merrimack,NH,New Hampshire,42.8692,-71.4819
Lonsdale,MN,Minnesota,44.4778,-93.4225
Hollister,MO,Missouri,36.6057,-93.2339
Mansfield,LA,Louisiana,32.0355,-93.7004
Flourtown,PA,Pennsylvania,40.1039,-75.2069
Bethel Manor,VA,Virginia,37.0972,-76.4243
Orangeburg,NY,New York,41.0488,-73.9408
Royal Pines,NC,North Carolina,35.4783,-82.5038
McSwain,CA,California,37.3145,-120.5868
Perry,OK,Oklahoma,36.2837,-97.3094
Glendale,CO,Colorado,39.7036,-104.9352
Paulden,AZ,Arizona,34.8897,-112.4937
Erwin,NC,North Carolina,35.3226,-78.6733
Herculaneum,MO,Missouri,38.2579,-90.3948
Waynesboro,MS,Mississippi,31.6774,-88.6353
Evansdale,IA,Iowa,42.4635,-92.2766
Leisure Village East,NJ,New Jersey,40.0384,-74.1678
Ste. Genevieve,MO,Missouri,37.9755,-90.0477
Friendship Heights Village,MD,Maryland,38.9633,-77.0898
El Jebel,CO,Colorado,39.405,-107.0921
Okauchee Lake,WI,Wisconsin,43.1256,-88.4385
Elberton,GA,Georgia,34.1063,-82.8705
Swannanoa,NC,North Carolina,35.6009,-82.3917
Shady Hollow,TX,Texas,30.1645,-97.8631
Morgan's Point Resort,TX,Texas,31.1519,-97.4587
Dilworth,MN,Minnesota,46.8795,-96.6985
Mattituck,NY,New York,41.0012,-72.5419
East Petersburg,PA,Pennsylvania,40.1006,-76.3511
Bayside,WI,Wisconsin,43.1827,-87.9017
Lexington,MO,Missouri,39.1798,-93.8694
Ridge Manor,FL,Florida,28.4988,-82.1832
Buckhead,GA,Georgia,31.8613,-81.2623
Rockford,MN,Minnesota,45.092,-93.7453
Union Mill,VA,Virginia,38.7978,-77.3815
Whiting,IN,Indiana,41.6731,-87.4842
Post,TX,Texas,33.191,-101.3814
Newton Falls,OH,Ohio,41.1889,-80.9711
Donora,PA,Pennsylvania,40.1789,-79.8625
Beecher,IL,Illinois,41.35,-87.6172
Clintonville,WI,Wisconsin,44.6222,-88.7513
Wrightwood,CA,California,34.3495,-117.63
Old Westbury,NY,New York,40.7866,-73.5975
Cornwall,PA,Pennsylvania,40.2659,-76.4077
Cornelia,GA,Georgia,34.517,-83.5311
Auburn,IL,Illinois,39.5763,-89.744
Diboll,TX,Texas,31.1873,-94.7833
Penn Estates,PA,Pennsylvania,41.0346,-75.2417
Hancock,MI,Michigan,47.1367,-88.5979
California,MO,Missouri,38.6303,-92.567
Searingtown,NY,New York,40.7705,-73.6603
Oak Point,TX,Texas,33.1795,-96.9907
Randleman,NC,North Carolina,35.8165,-79.8066
Hearne,TX,Texas,30.877,-96.5956
Lake of the Pines,CA,California,39.0357,-121.059
Jim Thorpe,PA,Pennsylvania,40.8712,-75.7433
Camanche,IA,Iowa,41.7923,-90.277
Emerald Lake Hills,CA,California,37.4662,-122.2674
Boulevard Park,WA,Washington,47.5137,-122.316
Ellisville,MS,Mississippi,31.5969,-89.2091
Jessup,PA,Pennsylvania,41.4622,-75.5478
Blythewood,SC,South Carolina,34.2121,-80.9921
Indian Mountain Lake,PA,Pennsylvania,41.0003,-75.5058
Seat Pleasant,MD,Maryland,38.8952,-76.9016
Goddard,KS,Kansas,37.6652,-97.5617
Falmouth,VA,Virginia,38.3319,-77.4655
Hutchinson Island South,FL,Florida,27.3243,-80.2425
Buhl,ID,Idaho,42.5984,-114.7596
Sullivan,IL,Illinois,39.5951,-88.6084
Dardanelle,AR,Arkansas,35.2263,-93.1649
Falfurrias,TX,Texas,27.2243,-98.1452
Centralia,MO,Missouri,39.2105,-92.1342
Dexter,MI,Michigan,42.3319,-83.8803
Sauk Centre,MN,Minnesota,45.736,-94.9523
American Falls,ID,Idaho,42.7828,-112.8541
Florence,MS,Mississippi,32.1557,-90.1225
Sellersville,PA,Pennsylvania,40.36,-75.3083
Barnwell,SC,South Carolina,33.2419,-81.3659
Massac,KY,Kentucky,37.0335,-88.6858
Hummelstown,PA,Pennsylvania,40.2657,-76.7126
Oconto,WI,Wisconsin,44.8923,-87.8715
Nowthen,MN,Minnesota,45.3421,-93.4495
Baxter Village,SC,South Carolina,35.028,-80.9792
Armona,CA,California,36.3166,-119.7054
Silverthorne,CO,Colorado,39.6562,-106.0869
Midland,NC,North Carolina,35.245,-80.5212
West Wendover,NV,Nevada,40.7407,-114.0783
New Roads,LA,Louisiana,30.6959,-91.4537
Wolverine Lake,MI,Michigan,42.555,-83.4883
Summerside,OH,Ohio,39.1187,-84.2861
Poplar Grove,IL,Illinois,42.3517,-88.8353
Wanamassa,NJ,New Jersey,40.2366,-74.0294
Winona,MS,Mississippi,33.4899,-89.728
Boiling Springs,NC,North Carolina,35.2522,-81.6636
North Kansas City,MO,Missouri,39.1396,-94.5641
Archbold,OH,Ohio,41.5166,-84.3039
Granite Hills,CA,California,32.8033,-116.9056
Kimberly,ID,Idaho,42.5342,-114.3699
Greenville,KY,Kentucky,37.2121,-87.178
Wauna,WA,Washington,47.386,-122.6695
Rio Bravo,TX,Texas,27.3648,-99.482
Ashville,OH,Ohio,39.7238,-82.9575
Ocean Bluff-Brant Rock,MA,Massachusetts,42.1006,-70.6626
Reidland,KY,Kentucky,37.0085,-88.5261
West Bay Shore,NY,New York,40.6948,-73.2618
Tulia,TX,Texas,34.5374,-101.7741
Mount Vernon,IA,Iowa,41.9232,-91.4243
Crestline,OH,Ohio,40.7836,-82.7458
West Reading,PA,Pennsylvania,40.3337,-75.947
Madisonville,TX,Texas,30.9538,-95.9091
Crooked River Ranch,OR,Oregon,44.4242,-121.2757
Berryville,VA,Virginia,39.1504,-77.9825
Highland Lakes,NJ,New Jersey,41.1716,-74.4643
Breckenridge Hills,MO,Missouri,38.7158,-90.3684
Jonesboro,GA,Georgia,33.5211,-84.3548
Menands,NY,New York,42.691,-73.7271
Buena,NJ,New Jersey,39.5282,-74.9448
Lakewood,IL,Illinois,42.2279,-88.3931
South Brooksville,FL,Florida,28.5243,-82.4159
